sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
1MP,009,1MP.009,Record Inspection Results,,Deprecated,,,,,
1MP,010,1MP.010,Record Inspection Results(Record Inspection Results in Table Form),F3365,,InspectionCharacteristic,recordMltplResults,SAP_BR_QUALITY_TECHNICIAN,,
1MP,011,1MP.011,Display Quality Engineer Overview (Optional)(Quality Engineer Overview),F2360,,InspectionLot,displayOverviewQualityEngineer,SAP_BR_PLANT_MANAGER,,
1MP,012,1MP.012,Make Usage Decision(Record Usage Decision),,QA11,InspectionLot,recordUsageDecision,SAP_BR_QUALITY_ENGINEER,,
1MP,013,1MP.013,Post Goods Issue for Outbound Delivery(My Outbound Delivery Monitor),,VL06O,,,,,
1MP,014,1MP.014,Post Unrestricted Stock to Blocked Stock(Transfer Stock),F1957,,Material,transferStockCrossPlant,SAP_BR_INVENTORY_MANAGER,,
1MP,015,1MP.015,Post Unrestricted Stock to Blocked Stock(Transfer Stock - In-Plant),F1061,,Material,transferStock,SAP_BR_INVENTORY_MANAGER,,
1MP,016,1MP.016,Update Delivery(My Outbound Delivery Monitor),,VL06O,,,,,
1MP,017,1MP.017,Display Inspection Results History (Optional)(Display Results History),F2428,,InspectionResult,displayHistory,SAP_BR_QUALITY_ENGINEER,,
1MR,001,1MR.001,Display Material Stock Before Goods Posting (Optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,002,1MR.002,Display Material Stock Before Goods Posting (Optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,003,1MR.003,Post Material from Unrestricted/Blocked Stock to Quality Inspection Stock(Transfer Stock),F1957,,Material,transferStockCrossPlant,SAP_BR_INVENTORY_MANAGER,,
1MR,004,1MR.004,Post Material from Unrestricted/Blocked Stock to Quality Inspection Stock(Transfer Stock - In-Plant),F1061,,Material,transferStock,SAP_BR_INVENTORY_MANAGER,,
1MR,005,1MR.005,Display Material Stock Before Quality Inspection (Optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,006,1MR.006,Display Material Stock Before Quality Inspection (Optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,007,1MR.007,Quality Inspection: Make Usage Decision(Manage Usage Decisions),F2345,,InspectionLot,manageUsageDecision,SAP_BR_QUALITY_ENGINEER,,
1MR,008,1MR.008,Display Material Stock After Quality Inspection (Optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,009,1MR.009,Display Material Stock After Quality Inspection (Optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,010,1MR.010,Display Quality Inspection Stock Before Change of Storage Location (Optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,011,1MR.011,Display Quality Inspection Stock Before Change of Storage Location (Optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,012,1MR.012,Change Storage Location for Quality Stock with Reference to Inspection Lot(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
1MR,013,1MR.013,Display Quality Inspection Stock After Change of Storage Location (Optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1MR,014,1MR.014,Display Quality Inspection Stock After Change of Storage Location (Optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1NR,001,1NR.001,Create Bill of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,002,1NR.002,Create Bill of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,003,1NR.003,Release Version(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,004,1NR.004,Release Version(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,005,1NR.005,Create New Version of Bill of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,006,1NR.006,Create New Version of Bill of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,007,1NR.007,Release Version(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,008,1NR.008,Release Version(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,009,1NR.009,Copy(Create) Header Material(Optional)(Create Material),,MM01,Material,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,010,1NR.010,Copy Versioned Bill Of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,011,1NR.011,Copy Versioned Bill Of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,012,1NR.012,Discard Versioned Bill of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,013,1NR.013,Discard Versioned Bill of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,014,1NR.014,Change Versioned BOM(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,015,1NR.015,Change Versioned BOM(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1NR,016,1NR.016,Release Version(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1NR,017,1NR.017,Release Version(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1QA,001,1QA.001,Create New Allergen(Create Allergen),,/PLMU/WDA_SPC_FES_20_OIF,Allergen,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,002,1QA.002,Create New Allergen(Create Allergen),,W0082,,,,,
1QA,003,1QA.003,Assign Allergen to Allergen Group(Manage Allergen Groups),F2487,,AllergenGroup,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,004,1QA.004,Create New Nutrient(Create Nutrient),,/PLMU/WDA_SPC_FES_20_OIF,Allergen,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,005,1QA.005,Create New Nutrient(Create Nutrient),,W0089,,,,,
1QA,006,1QA.006,Assign Nutrient to Nutrient Group(Manage Nutrient Groups),F2484,,NutrientGroup,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,007,1QA.007,Create New Pure Substance(Create Pure Substance),,/PLMU/WDA_SPC_FES_20_OIF,Allergen,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,008,1QA.008,Create New Pure Substance(Create Pure Substance),,W0092,,,,,
1QA,009,1QA.009,Verify Whether Raw Substance Exists(Manage Raw Substances),F2476,,RawSubstance,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,010,1QA.010,Create New Raw Substance(Create Raw Substance),,/PLMU/WDA_SPC_FES_20_OIF,Allergen,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QA,011,1QA.011,Create New Raw Substance(Create Raw Substance),,W0093,,,,,
1QC,001,1QC.001,Review Recipe(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QC,002,1QC.002,Create a New Recipe from an Existing Recipe(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QC,003,1QC.003,Create a New Recipe from an Existing Recipe(Create Recipe),,/PLMU/WDA_RCP_OIF,Recipe,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QC,004,1QC.004,Modify Recipe Ingredients(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QC,005,1QC.005,Release Recipe(My Recipe Overview),F3109,,Recipe,displayOverviewPage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,001,1QG.001,Review Recipe and Decide Handover to Production - BOM(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,002,1QG.002,Copy General Recipe to Site Recipe and Assign Plant(Create Recipe),,/PLMU/WDA_RCP_OIF,Recipe,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,003,1QG.003,Copy General Recipe to Site Recipe and Assign Plant(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,004,1QG.004,Check Assigned Materials and Release Site Recipe(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,005,1QG.005,Define Plant Specific Target Bill of Material for the Recipe for Synchronization(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,006,1QG.006,Simulate and Execute Synchronization of the Recipe into Bill of Material(Manage Recipes),F2210,,Recipe,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,007,1QG.007,Check Manufacturing Bill of Material (MBOM)(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1QG,008,1QG.008,Check Manufacturing Bill of Material (MBOM)(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1QM,001,1QM.001,Set a Credit Limit(Manage Credit Accounts),F4596,,BusinessPartner,manageCreditAccounts,SAP_BR_CREDIT_CONTROLLER,,
1QM,002,1QM.002,Set a Credit Limit(Maintain Business Partner),,BP,BusinessPartner,maintain,SAP_BR_ADMIN_APR_FICA,,
1QM,003,1QM.003,,Calculate Credit Rating(Manage Credit Accounts),F4596,,BusinessPartner,manageCreditAccounts,SAP_BR_CREDIT_CONTROLLER,
1QM,004,1QM.004,Create Credit Limit Request(Manage Credit Limit Requests),F5602,,CreditLimitChangeRequest,manage,SAP_BR_CREDIT_CONTROLLER,,
1QM,005,1QM.005,Approve Credit Limit Request(Manage Credit Limit Requests),F5602,,CreditLimitChangeRequest,manage,SAP_BR_CREDIT_CONTROLLER,,
1QM,006,1QM.006,Review Credit Limit in Business Partner(Manage Credit Accounts),F4596,,BusinessPartner,manageCreditAccounts,SAP_BR_CREDIT_CONTROLLER,,
1QM,007,1QM.007,Review Sales Order(Manage Documented Credit Decisions),F5587,,CreditDecisionDocument,manage,SAP_BR_CREDIT_CONTROLLER,,
1QM,008,1QM.008,Release Sales Order(Manage Documented Credit Decisions),F5587,,CreditDecisionDocument,manage,SAP_BR_CREDIT_CONTROLLER,,
1QM,009,1QM.009,Reject Sales Order(Manage Documented Credit Decisions),F5587,,CreditDecisionDocument,manage,SAP_BR_CREDIT_CONTROLLER,,
1QM,010,1QM.010,Display Credit Account Data,F4825,,BusinessPartner,displayCreditAccounts,SAP_BR_CREDIT_CONTROLLER,,
1QM,011,1QM.011,Display Credit Exposure,F4826,,BusinessPartner,displayCreditExposure,SAP_BR_CREDIT_CONTROLLER,,
1QM,012,1QM.012,Analyze Credit Exposure,F2541,,CustomerCreditExposureAmount,analyzeSBKPIAnalyseCreditExposure,SAP_BR_CREDIT_CONTROLLER,,
1QM,013,1QM.013,Analyze Credit Exposure(Analyze Credit Exposure - By Country),F2541,,CustomerCreditExposureAmount,analyzeSBKPIAnalyseCreditExposure,SAP_BR_CREDIT_CONTROLLER,,
1QM,014,1QM.014,Display Credit Log(Display Credit Management Log),F2162,,FinanceApplicationLog,showCreditMgmtLogs,SAP_BR_CREDIT_CONTROLLER,,
1QM,015,1QM.015,Display Credit Limit Utilization(Credit Limit Utilization),F1751,,CustomerCreditExposureAmount,analyzeSBKPICreditLimitUtilization,SAP_BR_CREDIT_CONTROLLER,,
1QM,016,1QM.016,Display Credit Limit Utilization(Credit Limit Utilization - Business Partner gt 80% Today),F1751,,CustomerCreditExposureAmount,analyzeSBKPICreditLimitUtilization,SAP_BR_CREDIT_CONTROLLER,,
1QM,017,1QM.017,Credit Limit Utilization,F1751,,CustomerCreditExposureAmount,analyzeSBKPICreditLimitUtilization,SAP_BR_CREDIT_CONTROLLER,,
1QM,018,1QM.018,Credit Limit Utilization(Credit Limit Utilization - Business Partner gt 80% Today),F1751,,CustomerCreditExposureAmount,analyzeSBKPICreditLimitUtilization,SAP_BR_CREDIT_CONTROLLER,,
1QM,019,1QM.019,Schedule Background Jobs for Credit Check on SD Documents(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,020,1QM.020,Schedule Background Jobs for Credit Check on SD Documents(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
1QM,021,1QM.021,Assign Credit Management Role to Business Partners(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,022,1QM.022,Update Score for Business Partners(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,023,1QM.023,Update Credit Limit for Business Partners(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,024,1QM.024,Update Rule for Scoring and Credit Check(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,025,1QM.025,Send Delta of Payment Behavior Summary(Schedule Credit Management Jobs),F3748,,FinanceApplicationJob,scheduleCreditMgmtJobs,SAP_BR_CREDIT_CONTROLLER,,
1QM,026,1QM.026,Send Delta of Payment Behavior Summary(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
1QM,027,1QM.027,Rebuild Credit Exposure(Rebuild Credit Management Data),F4234,,FinanceApplicationJob,scheduleCreditMgmtDataRebuild,SAP_BR_CREDIT_CONTROLLER,,
1QM,028,1QM.028,Recreate Payment Behavior Summary(Rebuild Credit Management Data),F4234,,FinanceApplicationJob,scheduleCreditMgmtDataRebuild,SAP_BR_CREDIT_CONTROLLER,,
1QM,029,1QM.029,Delete Credit Exposure(Delete Credit Management Data),F4802,,FinanceApplicationJob,deleteCreditMgmtData,SAP_BR_CREDIT_CONTROLLER,,
1QM,030,1QM.030,Delete Payment Behavior Summary(Delete Credit Management Data),F4802,,FinanceApplicationJob,deleteCreditMgmtData,SAP_BR_CREDIT_CONTROLLER,,
1QM,031,1QM.031,Import Credit Account Hierarchies,F6020,,BusinessPartner,importCreditAccountHierarchies,SAP_BR_CREDIT_CONTROLLER,,
1R3,001,1R3.001,Create Change Master(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,002,1R3.002,Create Bill of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,003,1R3.003,Create Bill of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R3,004,1R3.004,Set Change Master Status to Inactive(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,005,1R3.005,Change BOM(Maintain Bill of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,006,1R3.006,Change BOM(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R3,007,1R3.007,Set Change Master Status to Inactive(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,008,1R3.008,Copy(Create) Header Material(Optional)(Create Material),,MM01,Material,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,009,1R3.009,Create Change Master(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,010,1R3.010,Copy BOM(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,011,1R3.011,Copy BOM(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R3,012,1R3.012,Discard Bill Of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,013,1R3.013,Discard Bill Of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R3,014,1R3.014,Change Bill Of Material(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R3,015,1R3.015,Change Bill Of Material(Maintain Bill Of Material - Create, change &amp; display BOMs),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R3,016,1R3.016,Set Change Master Status to Inactive(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,001,1R5.001,Create Change Master(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,002,1R5.002,Display Where-Used List(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,003,1R5.003,Display Where-Used List(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R5,004,1R5.004,Replace Material(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,005,1R5.005,Replace Material(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R5,006,1R5.006,Set Change Master Status to Inactive(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,007,1R5.007,Display Where-Used List(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,008,1R5.008,Display Where-Used List(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
1R5,009,1R5.009,Replace Material(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1R5,010,1R5.010,Replace Material(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
1S0,001,1S0.001,Match Payments with Invoices (Alternative 1)(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,
1S0,002,1S0.002,Match Payments with Invoices (Alternative 1)(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,
1S0,003,1S0.003,Display Customer Account(Manage Customer Line Items),F0711,,Customer,manageLineItems,SAP_BR_AR_ACCOUNTANT,,
1S0,004,1S0.004,Clear Open Items Manually(Assign Open Items),F2626,,Customer,assignOpenItems,SAP_BR_AR_ACCOUNTANT,,
1S0,005,1S0.005,Assign Credit Card Payment Method (Alternative 2)(Assign Open Items),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1S0,006,1S0.006,Schedule Payment Proposals(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
1S0,007,1S0.007,Release Payment Proposal(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
1S0,008,1S0.008,Make Ad-Hoc Payments(Manage Automatic Payments),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1S0,009,1S0.009,Display My Accounts(Manage Automatic Payments),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1S0,010,1S0.010,Display My Account Statements(Manage Automatic Payments),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1S2,001,1S2.001,Schedule Accounts Receivable Jobs - Payment Card Authorizations (Optional)(Schedule Accounts Receivable Jobs),F2366,,FinanceApplicationJob,scheduleAccReceivableJobs,SAP_BR_ADMIN_APR_FICA,,
1S2,002,1S2.002,Schedule Payment Proposals (Optional)(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
1S2,003,1S2.003,Release Payment Proposal (Optional)(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
1S2,004,1S2.004,Schedule Accounts Receivable Jobs - Credit Card Settlement(Schedule Accounts Receivable Jobs),F2366,,FinanceApplicationJob,scheduleAccReceivableJobs,SAP_BR_ADMIN_APR_FICA,,
1S2,005,1S2.005,Schedule Accounts Receivable Jobs - Credit Card Settlement(Application Jobs),F4519,,PeriodicCommitmentAdjustment,display,SAP_BR_BUDGET_SPECIALIST,,
1S2,006,1S2.006,Schedule Accounts Receivable Jobs - SAP Digital Payments: Advice Processing(Schedule Accounts Receivable Jobs),F2366,,FinanceApplicationJob,scheduleAccReceivableJobs,SAP_BR_ADMIN_APR_FICA,,
1S2,007,1S2.007,Schedule General Ledger Jobs - Automatic Clearing(Schedule General Ledger Jobs),F1927,,FinanceApplicationJob,scheduleMJEMassReverseJobs,SAP_BR_ADMIN_APR_FICA,,
1S2,008,1S2.008,Schedule General Ledger Jobs - Automatic Clearing(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
1S2,009,1S2.009,Display Payment Card Data,F2935,,Customer,displayPaymentCardData,SAP_BR_AR_ACCOUNTANT,,
1W8,001,1W8.001,Manage Control Classes,F2518,,ControlClass,manage,SAP_BR_TRD_CLS_SPECIALIST,,
1W8,002,1W8.002,Schedule Control Classes Content Request to Data Provider (Background Job)(Manage Control Classes),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1W8,003,1W8.003,Manage Control Classes Content from Data Provider(Manage Control Classes),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1W8,004,1W8.004,Manage Control Groupings (Optional)(Manage Control Groupings),F2515,,ControlGrouping,manage,SAP_BR_TRD_CLS_SPECIALIST,,
1W8,005,1W8.005,Classify Products - Legal Control(Classify Products),F2151,,Product,classifyWithCommodityCodes,SAP_BR_TRD_CLS_SPECIALIST,,
1W8,006,1W8.006,Classify Products - Legal Control,F2390,,Product,classifyForLegalControl,SAP_BR_TRD_CLS_SPECIALIST,,
1W8,007,1W8.007,Reclassify Products - Legal Control (Optional)(Reclassify Products),F2152,,Product,reclassifyWithCommodityCodes,SAP_BR_TRD_CLS_SPECIALIST,,
1W8,008,1W8.008,Reclassify Products - Legal Control (Optional)(Reclassify Products - Legal Control),F2391,,Product,reclassifyForLegalControl,SAP_BR_TRD_CLS_SPECIALIST,,
